Time,Close
2019/06/20 20:00,1.2707
2019/06/20 21:00,1.26991
2019/06/20 22:00,1.27039
2019/06/20 23:00,1.26996
2019/06/21 0:00,1.2704
2019/06/21 1:00,1.27034
2019/06/21 2:00,1.27061
2019/06/21 3:00,1.27084
2019/06/21 4:00,1.27189
2019/06/21 5:00,1.27123
2019/06/21 6:00,1.27113
2019/06/21 7:00,1.26996
2019/06/21 8:00,1.26948
2019/06/21 9:00,1.26926
2019/06/21 10:00,1.27011
2019/06/21 11:00,1.26899
2019/06/21 12:00,1.26767
2019/06/21 13:00,1.26667
2019/06/21 14:00,1.26468
2019/06/21 15:00,1.26536
2019/06/21 16:00,1.26631
2019/06/21 17:00,1.26759
2019/06/21 18:00,1.27009
2019/06/21 19:00,1.27101
2019/06/21 20:00,1.2726
2019/06/21 21:00,1.27354
2019/06/21 22:00,1.27439
2019/06/21 23:00,1.27438
2019/06/24 0:00,1.2734
2019/06/24 1:00,1.27438
2019/06/24 2:00,1.27505
2019/06/24 3:00,1.27449
2019/06/24 4:00,1.27436
2019/06/24 5:00,1.27539
2019/06/24 6:00,1.27491
2019/06/24 7:00,1.2749
2019/06/24 8:00,1.27476
2019/06/24 9:00,1.27469
2019/06/24 10:00,1.27261
2019/06/24 11:00,1.27279
2019/06/24 12:00,1.27588
2019/06/24 13:00,1.27396
2019/06/24 14:00,1.27507
2019/06/24 15:00,1.27243
2019/06/24 16:00,1.27152
2019/06/24 17:00,1.27272
2019/06/24 18:00,1.27252
2019/06/24 19:00,1.27357
2019/06/24 20:00,1.27398
2019/06/24 21:00,1.27409
2019/06/24 22:00,1.2741
2019/06/24 23:00,1.27374
2019/06/25 0:00,1.27305
2019/06/25 1:00,1.27334
2019/06/25 2:00,1.27377
2019/06/25 3:00,1.27395
2019/06/25 4:00,1.27506
2019/06/25 5:00,1.27448
2019/06/25 6:00,1.27457
2019/06/25 7:00,1.27487
2019/06/25 8:00,1.27407
2019/06/25 9:00,1.27739
2019/06/25 10:00,1.27576
2019/06/25 11:00,1.27617
2019/06/25 12:00,1.2755
2019/06/25 13:00,1.27537
2019/06/25 14:00,1.27282
2019/06/25 15:00,1.27247
2019/06/25 16:00,1.27271
2019/06/25 17:00,1.27205
2019/06/25 18:00,1.27193
2019/06/25 19:00,1.26953
2019/06/25 20:00,1.2684
2019/06/25 21:00,1.27032
2019/06/25 22:00,1.26961
2019/06/25 23:00,1.26855
2019/06/26 0:00,1.2686
2019/06/26 1:00,1.26865
2019/06/26 2:00,1.26889
2019/06/26 3:00,1.26835
2019/06/26 4:00,1.26811
2019/06/26 5:00,1.26847
2019/06/26 6:00,1.26824
2019/06/26 7:00,1.26737
2019/06/26 8:00,1.26693
2019/06/26 9:00,1.26655
2019/06/26 10:00,1.26706
2019/06/26 11:00,1.26718
2019/06/26 12:00,1.26768
2019/06/26 13:00,1.26949
2019/06/26 14:00,1.26804
2019/06/26 15:00,1.26756
2019/06/26 16:00,1.26758
2019/06/26 17:00,1.26887
2019/06/26 18:00,1.26748
2019/06/26 19:00,1.26929
2019/06/26 20:00,1.26983
2019/06/26 21:00,1.26925
2019/06/26 22:00,1.26886
2019/06/26 23:00,1.26848
2019/06/27 0:00,1.26891
2019/06/27 1:00,1.26917
2019/06/27 2:00,1.26936
2019/06/27 3:00,1.26961
2019/06/27 4:00,1.26926
2019/06/27 5:00,1.26832
2019/06/27 6:00,1.2682
2019/06/27 7:00,1.26829
2019/06/27 8:00,1.26779
2019/06/27 9:00,1.26858
2019/06/27 10:00,1.26956
2019/06/27 11:00,1.26962
2019/06/27 12:00,1.2713
2019/06/27 13:00,1.27164
2019/06/27 14:00,1.27023
2019/06/27 15:00,1.27097
2019/06/27 16:00,1.26854
2019/06/27 17:00,1.26879
2019/06/27 18:00,1.2669
2019/06/27 19:00,1.2673
2019/06/27 20:00,1.26714
2019/06/27 21:00,1.26614
2019/06/27 22:00,1.26704
2019/06/27 23:00,1.26687
2019/06/28 0:00,1.26662
2019/06/28 1:00,1.26681
2019/06/28 2:00,1.26722
2019/06/28 3:00,1.2675
2019/06/28 4:00,1.2667
2019/06/28 5:00,1.26699
2019/06/28 6:00,1.26711
2019/06/28 7:00,1.26698
2019/06/28 8:00,1.26693
2019/06/28 9:00,1.26722
2019/06/28 10:00,1.26713
2019/06/28 11:00,1.26763
2019/06/28 12:00,1.26755
2019/06/28 13:00,1.2686
2019/06/28 14:00,1.26897
2019/06/28 15:00,1.27017
2019/06/28 16:00,1.27063
2019/06/28 17:00,1.2717
2019/06/28 18:00,1.27214
2019/06/28 19:00,1.27024
2019/06/28 20:00,1.26957
2019/06/28 21:00,1.27033
2019/06/28 22:00,1.26985
2019/06/28 23:00,1.2695
2019/07/01 0:00,1.26911
2019/07/01 1:00,1.26977
2019/07/01 2:00,1.2692
2019/07/01 3:00,1.2687
2019/07/01 4:00,1.26941
2019/07/01 5:00,1.26971
2019/07/01 6:00,1.26972
2019/07/01 7:00,1.26992
2019/07/01 8:00,1.26831
2019/07/01 9:00,1.26698
2019/07/01 10:00,1.26562
2019/07/01 11:00,1.26421
2019/07/01 12:00,1.2644
2019/07/01 13:00,1.26366
2019/07/01 14:00,1.26441
2019/07/01 15:00,1.26534
2019/07/01 16:00,1.26575
2019/07/01 17:00,1.2642
2019/07/01 18:00,1.26402
2019/07/01 19:00,1.26341
2019/07/01 20:00,1.2637
2019/07/01 21:00,1.2634
2019/07/01 22:00,1.26371
2019/07/01 23:00,1.26381
2019/07/02 0:00,1.26374
2019/07/02 1:00,1.26453
2019/07/02 2:00,1.26432
2019/07/02 3:00,1.26425
2019/07/02 4:00,1.26392
2019/07/02 5:00,1.26396
2019/07/02 6:00,1.26368
2019/07/02 7:00,1.26366
2019/07/02 8:00,1.26386
2019/07/02 9:00,1.26359
2019/07/02 10:00,1.26224
2019/07/02 11:00,1.26164
2019/07/02 12:00,1.26176
2019/07/02 13:00,1.26246
2019/07/02 14:00,1.26271
2019/07/02 15:00,1.26279
2019/07/02 16:00,1.26362
2019/07/02 17:00,1.25923
2019/07/02 18:00,1.25974
2019/07/02 19:00,1.26139
2019/07/02 20:00,1.26094
2019/07/02 21:00,1.26016
2019/07/02 22:00,1.2596
2019/07/02 23:00,1.25915
2019/07/03 0:00,1.25929
2019/07/03 1:00,1.25958
2019/07/03 2:00,1.25962
2019/07/03 3:00,1.25979
2019/07/03 4:00,1.25916
2019/07/03 5:00,1.25897
2019/07/03 6:00,1.25896
2019/07/03 7:00,1.25875
2019/07/03 8:00,1.25857
2019/07/03 9:00,1.2567
2019/07/03 10:00,1.25711
2019/07/03 11:00,1.25776
2019/07/03 12:00,1.25706
2019/07/03 13:00,1.25689
2019/07/03 14:00,1.2578
2019/07/03 15:00,1.25759
2019/07/03 16:00,1.25847
2019/07/03 17:00,1.25655
2019/07/03 18:00,1.25637
2019/07/03 19:00,1.25744
2019/07/03 20:00,1.25769
2019/07/03 21:00,1.25747
2019/07/03 22:00,1.25764
2019/07/03 23:00,1.25705
2019/07/04 0:00,1.25773
2019/07/04 1:00,1.25782
2019/07/04 2:00,1.25816
2019/07/04 3:00,1.25797
2019/07/04 4:00,1.25846
2019/07/04 5:00,1.25774
2019/07/04 6:00,1.25789
2019/07/04 7:00,1.25847
2019/07/04 8:00,1.25797
2019/07/04 9:00,1.25704
2019/07/04 10:00,1.2577
2019/07/04 11:00,1.25784
2019/07/04 12:00,1.25738
2019/07/04 13:00,1.25735
2019/07/04 14:00,1.25767
2019/07/04 15:00,1.25787
2019/07/04 16:00,1.25701
2019/07/04 17:00,1.25729
2019/07/04 18:00,1.25802
2019/07/04 19:00,1.25816
2019/07/04 20:00,1.2581
2019/07/04 21:00,1.25756
2019/07/04 22:00,1.25749
2019/07/04 23:00,1.2577
2019/07/05 0:00,1.25741
2019/07/05 1:00,1.25795
2019/07/05 2:00,1.25812
2019/07/05 3:00,1.25752
2019/07/05 4:00,1.25743
2019/07/05 5:00,1.25807
2019/07/05 6:00,1.25798
2019/07/05 7:00,1.25813
2019/07/05 8:00,1.25789
2019/07/05 9:00,1.25754
2019/07/05 10:00,1.25632
2019/07/05 11:00,1.25534
2019/07/05 12:00,1.25499
2019/07/05 13:00,1.25454
2019/07/05 14:00,1.25488
2019/07/05 15:00,1.25347
2019/07/05 16:00,1.24987
2019/07/05 17:00,1.24822
2019/07/05 18:00,1.25026
2019/07/05 19:00,1.25078
2019/07/05 20:00,1.25179
2019/07/05 21:00,1.25238
2019/07/05 22:00,1.25243
2019/07/05 23:00,1.25256
2019/07/08 0:00,1.25265
2019/07/08 1:00,1.2526
2019/07/08 2:00,1.2523
2019/07/08 3:00,1.25245
2019/07/08 4:00,1.25248
2019/07/08 5:00,1.2521
2019/07/08 6:00,1.25206
2019/07/08 7:00,1.25288
2019/07/08 8:00,1.25293
2019/07/08 9:00,1.25195
2019/07/08 10:00,1.25224
2019/07/08 11:00,1.25321
2019/07/08 12:00,1.2536
2019/07/08 13:00,1.25228
2019/07/08 14:00,1.25122
2019/07/08 15:00,1.25228
2019/07/08 16:00,1.25042
2019/07/08 17:00,1.25131
2019/07/08 18:00,1.25009
2019/07/08 19:00,1.2516
2019/07/08 20:00,1.25168
2019/07/08 21:00,1.2512
2019/07/08 22:00,1.25079
2019/07/08 23:00,1.25142
2019/07/09 0:00,1.25145
2019/07/09 1:00,1.25167
2019/07/09 2:00,1.25141
2019/07/09 3:00,1.25136
2019/07/09 4:00,1.25117
2019/07/09 5:00,1.25078
2019/07/09 6:00,1.25088
2019/07/09 7:00,1.2511
2019/07/09 8:00,1.25068
2019/07/09 9:00,1.24812
2019/07/09 10:00,1.24798
2019/07/09 11:00,1.24689
2019/07/09 12:00,1.2461
2019/07/09 13:00,1.24642
2019/07/09 14:00,1.24516
2019/07/09 15:00,1.24491
2019/07/09 16:00,1.24699
2019/07/09 17:00,1.2465
2019/07/09 18:00,1.24609
2019/07/09 19:00,1.2466
2019/07/09 20:00,1.24648
2019/07/09 21:00,1.24652
2019/07/09 22:00,1.24619
2019/07/09 23:00,1.24598
2019/07/10 0:00,1.24629
2019/07/10 1:00,1.24593
2019/07/10 2:00,1.24565
2019/07/10 3:00,1.24563
2019/07/10 4:00,1.24524
2019/07/10 5:00,1.2453
2019/07/10 6:00,1.24511
2019/07/10 7:00,1.24533
2019/07/10 8:00,1.24547
2019/07/10 9:00,1.24491
2019/07/10 10:00,1.24571
2019/07/10 11:00,1.24791
2019/07/10 12:00,1.24833
2019/07/10 13:00,1.24689
2019/07/10 14:00,1.24702
2019/07/10 15:00,1.24985
2019/07/10 16:00,1.2514
2019/07/10 17:00,1.25037
2019/07/10 18:00,1.24941
2019/07/10 19:00,1.25122
2019/07/10 20:00,1.25019
2019/07/10 21:00,1.25045
2019/07/10 22:00,1.25023
2019/07/10 23:00,1.25001
2019/07/11 0:00,1.2506
2019/07/11 1:00,1.2509
2019/07/11 2:00,1.25048
2019/07/11 3:00,1.25088
2019/07/11 4:00,1.25071
2019/07/11 5:00,1.25218
2019/07/11 6:00,1.25334
2019/07/11 7:00,1.25341
2019/07/11 8:00,1.25282
2019/07/11 9:00,1.25245
2019/07/11 10:00,1.25364
2019/07/11 11:00,1.25331
2019/07/11 12:00,1.25348
2019/07/11 13:00,1.25593
2019/07/11 14:00,1.25539
2019/07/11 15:00,1.25635
2019/07/11 16:00,1.25508
2019/07/11 17:00,1.2538
2019/07/11 18:00,1.25332
2019/07/11 19:00,1.2536
2019/07/11 20:00,1.25156
2019/07/11 21:00,1.25185
2019/07/11 22:00,1.25258
2019/07/11 23:00,1.2522
2019/07/12 0:00,1.25237
2019/07/12 1:00,1.25271
2019/07/12 2:00,1.25194
2019/07/12 3:00,1.25297
2019/07/12 4:00,1.25374
2019/07/12 5:00,1.25348
2019/07/12 6:00,1.2543
2019/07/12 7:00,1.25412
2019/07/12 8:00,1.25445
2019/07/12 9:00,1.25471
2019/07/12 10:00,1.25351
2019/07/12 11:00,1.254
2019/07/12 12:00,1.25319
2019/07/12 13:00,1.253
2019/07/12 14:00,1.25314
2019/07/12 15:00,1.25332
2019/07/12 16:00,1.25433
2019/07/12 17:00,1.25497
2019/07/12 18:00,1.25561
2019/07/12 19:00,1.25655
2019/07/12 20:00,1.25624
2019/07/12 21:00,1.25686
2019/07/12 22:00,1.25707
2019/07/12 23:00,1.25755
2019/07/15 0:00,1.25651
2019/07/15 1:00,1.25728
2019/07/15 2:00,1.25697
2019/07/15 3:00,1.25677
2019/07/15 4:00,1.25626
2019/07/15 5:00,1.2567
2019/07/15 6:00,1.25679
2019/07/15 7:00,1.25653
2019/07/15 8:00,1.25716
2019/07/15 9:00,1.25706
2019/07/15 10:00,1.25603
2019/07/15 11:00,1.25508
2019/07/15 12:00,1.25598
2019/07/15 13:00,1.25444
2019/07/15 14:00,1.25351
2019/07/15 15:00,1.25304
2019/07/15 16:00,1.25349
2019/07/15 17:00,1.25094
2019/07/15 18:00,1.25205
2019/07/15 19:00,1.25104
2019/07/15 20:00,1.25149
2019/07/15 21:00,1.25191
2019/07/15 22:00,1.25157
2019/07/15 23:00,1.25142
2019/07/16 0:00,1.25134
2019/07/16 1:00,1.25173
2019/07/16 2:00,1.25151
2019/07/16 3:00,1.25137
2019/07/16 4:00,1.25117
2019/07/16 5:00,1.25143
2019/07/16 6:00,1.25129
2019/07/16 7:00,1.25147
2019/07/16 8:00,1.25096
2019/07/16 9:00,1.24943
2019/07/16 10:00,1.24678
2019/07/16 11:00,1.24662
2019/07/16 12:00,1.24481
2019/07/16 13:00,1.2418
2019/07/16 14:00,1.24287
2019/07/16 15:00,1.24209
2019/07/16 16:00,1.24214
2019/07/16 17:00,1.24152
2019/07/16 18:00,1.24085
2019/07/16 19:00,1.24167
2019/07/16 20:00,1.24087
2019/07/16 21:00,1.24059
2019/07/16 22:00,1.2405
2019/07/16 23:00,1.24051
2019/07/17 0:00,1.24026
2019/07/17 1:00,1.24083
2019/07/17 2:00,1.24083
2019/07/17 3:00,1.24072
2019/07/17 4:00,1.24125
2019/07/17 5:00,1.24083
2019/07/17 6:00,1.24135
2019/07/17 7:00,1.24187
2019/07/17 8:00,1.24161
2019/07/17 9:00,1.23831
2019/07/17 10:00,1.24016
2019/07/17 11:00,1.2401
2019/07/17 12:00,1.24013
2019/07/17 13:00,1.24033
2019/07/17 14:00,1.24113
2019/07/17 15:00,1.24078
2019/07/17 16:00,1.24208
2019/07/17 17:00,1.24322
2019/07/17 18:00,1.24342
2019/07/17 19:00,1.24478
2019/07/17 20:00,1.24389
2019/07/17 21:00,1.24358
2019/07/17 22:00,1.24341
2019/07/17 23:00,1.243
2019/07/18 0:00,1.24297
2019/07/18 1:00,1.24314
2019/07/18 2:00,1.24327
2019/07/18 3:00,1.24323
2019/07/18 4:00,1.24345
2019/07/18 5:00,1.24389
2019/07/18 6:00,1.24368
2019/07/18 7:00,1.24369
2019/07/18 8:00,1.24369
2019/07/18 9:00,1.24366
2019/07/18 10:00,1.24648
2019/07/18 11:00,1.24788
2019/07/18 12:00,1.24659
2019/07/18 13:00,1.24755
2019/07/18 14:00,1.24886
2019/07/18 15:00,1.24783
2019/07/18 16:00,1.24772
2019/07/18 17:00,1.24796
2019/07/18 18:00,1.24919
2019/07/18 19:00,1.24777
2019/07/18 20:00,1.24895
2019/07/18 21:00,1.25267
2019/07/18 22:00,1.25442
2019/07/18 23:00,1.2546
2019/07/19 0:00,1.2544
2019/07/19 1:00,1.25283
2019/07/19 2:00,1.25415
2019/07/19 3:00,1.25468
2019/07/19 4:00,1.25499
2019/07/19 5:00,1.25508
2019/07/19 6:00,1.25458
2019/07/19 7:00,1.25364
2019/07/19 8:00,1.25285
2019/07/19 9:00,1.25189
2019/07/19 10:00,1.25277
2019/07/19 11:00,1.25129
2019/07/19 12:00,1.25237
2019/07/19 13:00,1.2541
2019/07/19 14:00,1.25371
2019/07/19 15:00,1.25109
2019/07/19 16:00,1.25286
2019/07/19 17:00,1.25174
2019/07/19 18:00,1.25018
2019/07/19 19:00,1.25057
2019/07/19 20:00,1.25007
2019/07/19 21:00,1.24944
2019/07/19 22:00,1.24992
2019/07/19 23:00,1.25044
2019/07/22 0:00,1.25059
2019/07/22 1:00,1.25045
2019/07/22 2:00,1.25101
2019/07/22 3:00,1.25018
2019/07/22 4:00,1.25037
2019/07/22 5:00,1.25048
2019/07/22 6:00,1.25038
2019/07/22 7:00,1.25021
2019/07/22 8:00,1.25028
2019/07/22 9:00,1.25089
2019/07/22 10:00,1.24788
2019/07/22 11:00,1.24637
2019/07/22 12:00,1.24659
2019/07/22 13:00,1.24677
2019/07/22 14:00,1.24566
2019/07/22 15:00,1.24702
2019/07/22 16:00,1.24848
2019/07/22 17:00,1.24962
2019/07/22 18:00,1.24725
2019/07/22 19:00,1.24799
2019/07/22 20:00,1.24844
2019/07/22 21:00,1.24817
2019/07/22 22:00,1.24778
2019/07/22 23:00,1.24735
2019/07/23 0:00,1.24753
2019/07/23 1:00,1.24751
2019/07/23 2:00,1.24711
2019/07/23 3:00,1.24719
2019/07/23 4:00,1.24661
2019/07/23 5:00,1.24611
2019/07/23 6:00,1.24589
2019/07/23 7:00,1.24563
2019/07/23 8:00,1.24525
2019/07/23 9:00,1.24536
2019/07/23 10:00,1.244
2019/07/23 11:00,1.24273
2019/07/23 12:00,1.24385
2019/07/23 13:00,1.2459
2019/07/23 14:00,1.24569
2019/07/23 15:00,1.24456
2019/07/23 16:00,1.24449
2019/07/23 17:00,1.24362
2019/07/23 18:00,1.24469
2019/07/23 19:00,1.24379
2019/07/23 20:00,1.24479
2019/07/23 21:00,1.24408
2019/07/23 22:00,1.24366
2019/07/23 23:00,1.24369
2019/07/24 0:00,1.24363
2019/07/24 1:00,1.2437
2019/07/24 2:00,1.24361
2019/07/24 3:00,1.24388
2019/07/24 4:00,1.24312
2019/07/24 5:00,1.24314
2019/07/24 6:00,1.24298
2019/07/24 7:00,1.24347
2019/07/24 8:00,1.24393
2019/07/24 9:00,1.24438
2019/07/24 10:00,1.24435
2019/07/24 11:00,1.24637
2019/07/24 12:00,1.24717
2019/07/24 13:00,1.25188
2019/07/24 14:00,1.24948
2019/07/24 15:00,1.24838
2019/07/24 16:00,1.24841
2019/07/24 17:00,1.24973
2019/07/24 18:00,1.24954
2019/07/24 19:00,1.24982
2019/07/24 20:00,1.24886
2019/07/24 21:00,1.24779
2019/07/24 22:00,1.24831
2019/07/24 23:00,1.24836
2019/07/25 0:00,1.24815
2019/07/25 1:00,1.2483
2019/07/25 2:00,1.24838
2019/07/25 3:00,1.2483
2019/07/25 4:00,1.2482
2019/07/25 5:00,1.24788
2019/07/25 6:00,1.24723
2019/07/25 7:00,1.2473
2019/07/25 8:00,1.2476
2019/07/25 9:00,1.24777
2019/07/25 10:00,1.24785
2019/07/25 11:00,1.24693
2019/07/25 12:00,1.24764
2019/07/25 13:00,1.24939
2019/07/25 14:00,1.24928
2019/07/25 15:00,1.24861
2019/07/25 16:00,1.24991
2019/07/25 17:00,1.24924
2019/07/25 18:00,1.24698
2019/07/25 19:00,1.24468
2019/07/25 20:00,1.24549
2019/07/25 21:00,1.24509
2019/07/25 22:00,1.24494
2019/07/25 23:00,1.24498
2019/07/26 0:00,1.24518
2019/07/26 1:00,1.24528
2019/07/26 2:00,1.24516
2019/07/26 3:00,1.24525
2019/07/26 4:00,1.24502
2019/07/26 5:00,1.24481
2019/07/26 6:00,1.24454
2019/07/26 7:00,1.24465
2019/07/26 8:00,1.24455
2019/07/26 9:00,1.24308
2019/07/26 10:00,1.24259
2019/07/26 11:00,1.24387
2019/07/26 12:00,1.24364
2019/07/26 13:00,1.24276
2019/07/26 14:00,1.24311
2019/07/26 15:00,1.24175
2019/07/26 16:00,1.24234
2019/07/26 17:00,1.23984
2019/07/26 18:00,1.23866
2019/07/26 19:00,1.23827
2019/07/26 20:00,1.23846
2019/07/26 21:00,1.23837
2019/07/26 22:00,1.2385
2019/07/26 23:00,1.23827
2019/07/29 0:00,1.23773
2019/07/29 1:00,1.23788
2019/07/29 2:00,1.23739
2019/07/29 3:00,1.23777
2019/07/29 4:00,1.23776
2019/07/29 5:00,1.23689
2019/07/29 6:00,1.2363
2019/07/29 7:00,1.23649
2019/07/29 8:00,1.23639
2019/07/29 9:00,1.23572
2019/07/29 10:00,1.23359
2019/07/29 11:00,1.23243
2019/07/29 12:00,1.23335
2019/07/29 13:00,1.23179
2019/07/29 14:00,1.2302
2019/07/29 15:00,1.2242
2019/07/29 16:00,1.22512
2019/07/29 17:00,1.22226
2019/07/29 18:00,1.22338
2019/07/29 19:00,1.22167
2019/07/29 20:00,1.22242
2019/07/29 21:00,1.2222
2019/07/29 22:00,1.22217
2019/07/29 23:00,1.22153
2019/07/30 0:00,1.22159
2019/07/30 1:00,1.22241
2019/07/30 2:00,1.22152
2019/07/30 3:00,1.22089
2019/07/30 4:00,1.21673
2019/07/30 5:00,1.2171
2019/07/30 6:00,1.21569
2019/07/30 7:00,1.21252
2019/07/30 8:00,1.21289
2019/07/30 9:00,1.21452
2019/07/30 10:00,1.21629
2019/07/30 11:00,1.21701
2019/07/30 12:00,1.21863
2019/07/30 13:00,1.21672
2019/07/30 14:00,1.2175
2019/07/30 15:00,1.2179
2019/07/30 16:00,1.21769
2019/07/30 17:00,1.21519
2019/07/30 18:00,1.21462
2019/07/30 19:00,1.21651
2019/07/30 20:00,1.2166
2019/07/30 21:00,1.21604
2019/07/30 22:00,1.21558
2019/07/30 23:00,1.21493
2019/07/31 0:00,1.21495
2019/07/31 1:00,1.21604
2019/07/31 2:00,1.2156
2019/07/31 3:00,1.21511
2019/07/31 4:00,1.21532
2019/07/31 5:00,1.21521
2019/07/31 6:00,1.21511
2019/07/31 7:00,1.21568
2019/07/31 8:00,1.21599
2019/07/31 9:00,1.21593
2019/07/31 10:00,1.21634
2019/07/31 11:00,1.2157
2019/07/31 12:00,1.2167
2019/07/31 13:00,1.21643
2019/07/31 14:00,1.21739
2019/07/31 15:00,1.21858
2019/07/31 16:00,1.22239
2019/07/31 17:00,1.22182
2019/07/31 18:00,1.22194
2019/07/31 19:00,1.2212
2019/07/31 20:00,1.22338
2019/07/31 21:00,1.21398
2019/07/31 22:00,1.21545
2019/07/31 23:00,1.21588
2019/08/01 0:00,1.21502
2019/08/01 1:00,1.2158
