Time,Open,High,Low,Close,Volume
2019-06-11 16:00:00,1.13174,1.13248,1.13119,1.1316,4597
2019-06-11 17:00:00,1.13159,1.13243,1.13103,1.13142,4582
2019-06-11 18:00:00,1.13142,1.13174,1.1308,1.13143,4141
2019-06-11 19:00:00,1.13144,1.13309,1.13132,1.13285,3012
2019-06-11 20:00:00,1.13285,1.13364,1.1325,1.13319,3524
2019-06-11 21:00:00,1.13318,1.13367,1.13302,1.13315,2257
2019-06-11 22:00:00,1.13314,1.13322,1.13255,1.13275,1883
2019-06-11 23:00:00,1.13274,1.13292,1.13237,1.13253,738
2019-06-12 00:00:00,1.1325,1.13274,1.13243,1.1326,712
2019-06-12 01:00:00,1.13259,1.13282,1.13257,1.13272,603
2019-06-12 02:00:00,1.13274,1.13293,1.13254,1.13287,673
2019-06-12 03:00:00,1.13287,1.13313,1.13261,1.13285,1550
2019-06-12 04:00:00,1.13286,1.13334,1.13263,1.13281,2702
2019-06-12 05:00:00,1.13281,1.1329,1.13255,1.13269,1462
2019-06-12 06:00:00,1.13269,1.13336,1.13269,1.13327,1052
2019-06-12 07:00:00,1.13328,1.13337,1.13304,1.13332,1111
2019-06-12 08:00:00,1.13333,1.13368,1.133,1.13364,1782
2019-06-12 09:00:00,1.13364,1.13397,1.13316,1.13332,2888
2019-06-12 10:00:00,1.13333,1.13393,1.13286,1.1339,3688
2019-06-12 11:00:00,1.1339,1.13426,1.13316,1.13334,4220
2019-06-12 12:00:00,1.13334,1.13348,1.13235,1.13281,3020
2019-06-12 13:00:00,1.13282,1.13307,1.13112,1.13189,3786
2019-06-12 14:00:00,1.1319,1.13246,1.13143,1.13209,3947
2019-06-12 15:00:00,1.1321,1.13398,1.13191,1.13311,4542
2019-06-12 16:00:00,1.13312,1.13317,1.13094,1.13109,4859
2019-06-12 17:00:00,1.13109,1.13192,1.13065,1.13167,3832
2019-06-12 18:00:00,1.13166,1.13251,1.13142,1.13237,4131
2019-06-12 19:00:00,1.13237,1.13241,1.13077,1.13144,4027
2019-06-12 20:00:00,1.13142,1.13142,1.12884,1.1293,4572
2019-06-12 21:00:00,1.1293,1.12954,1.12815,1.12853,3287
2019-06-12 22:00:00,1.12854,1.12885,1.12833,1.12867,1329
2019-06-12 23:00:00,1.12867,1.12885,1.12845,1.12866,865
2019-06-13 00:00:00,1.12864,1.12915,1.12853,1.12903,1294
2019-06-13 01:00:00,1.12905,1.12931,1.12902,1.12923,619
2019-06-13 02:00:00,1.12922,1.12936,1.12915,1.12918,611
2019-06-13 03:00:00,1.12917,1.12948,1.12897,1.12898,1164
2019-06-13 04:00:00,1.12899,1.12975,1.12874,1.12959,2866
2019-06-13 05:00:00,1.12958,1.12965,1.12925,1.12933,2889
2019-06-13 06:00:00,1.12932,1.12954,1.12907,1.12925,1580
2019-06-13 07:00:00,1.12927,1.12972,1.12904,1.12969,1085
2019-06-13 08:00:00,1.1297,1.12997,1.12956,1.12981,1233
2019-06-13 09:00:00,1.12981,1.1303,1.12851,1.12939,3276
2019-06-13 10:00:00,1.12939,1.1301,1.12915,1.12942,4282
2019-06-13 11:00:00,1.12943,1.12996,1.12907,1.12908,3252
2019-06-13 12:00:00,1.12908,1.12949,1.12862,1.12881,2285
2019-06-13 13:00:00,1.12881,1.12923,1.12832,1.12865,2297
2019-06-13 14:00:00,1.12865,1.12961,1.12844,1.1296,2562
2019-06-13 15:00:00,1.12962,1.12962,1.12729,1.12785,4117
2019-06-13 16:00:00,1.12784,1.12834,1.12708,1.12742,4040
2019-06-13 17:00:00,1.12741,1.12805,1.12675,1.12745,4392
2019-06-13 18:00:00,1.12745,1.12767,1.12693,1.12731,3775
2019-06-13 19:00:00,1.12732,1.1279,1.12725,1.12751,2960
2019-06-13 20:00:00,1.12753,1.12832,1.12743,1.12787,2703
2019-06-13 21:00:00,1.12785,1.12842,1.12756,1.1278,3591
2019-06-13 22:00:00,1.12781,1.1281,1.12723,1.1274,2008
2019-06-13 23:00:00,1.12739,1.1276,1.12723,1.12753,660
