Time,Open,High,Low,Close,Volume
2014/11/10 17:00:00,0.96777,0.96797,0.96699,0.96778,1947
2014/11/10 17:30:00,0.96778,0.96805,0.96736,0.96754,1400
2014/11/10 18:00:00,0.96754,0.96825,0.96742,0.96794,1210
2014/11/10 18:30:00,0.96795,0.96795,0.96705,0.96705,1490
2014/11/10 19:00:00,0.96705,0.96839,0.96697,0.96805,1319
2014/11/10 19:30:00,0.96804,0.96815,0.96785,0.96806,1329
2014/11/10 20:00:00,0.96807,0.96841,0.9679,0.96824,930
2014/11/10 20:30:00,0.96825,0.96826,0.96803,0.96812,894
2014/11/10 21:00:00,0.96813,0.96831,0.96748,0.96787,831
2014/11/10 21:30:00,0.96788,0.96813,0.96769,0.96807,1036
2014/11/10 22:00:00,0.96818,0.96818,0.96775,0.96808,383
2014/11/10 22:30:00,0.96808,0.96814,0.96784,0.96799,389
2014/11/10 23:00:00,0.96794,0.96801,0.96762,0.96782,1066
2014/11/10 23:30:00,0.96782,0.96808,0.96749,0.96791,1126
2014/11/11 00:00:00,0.96791,0.96839,0.9675,0.96816,1569
2014/11/11 00:30:00,0.96817,0.96821,0.96746,0.96751,1213
2014/11/11 01:00:00,0.9675,0.96766,0.9671,0.9673,1260
2014/11/11 01:30:00,0.9673,0.96748,0.96689,0.96743,1093
2014/11/11 02:00:00,0.96741,0.96741,0.96693,0.967,955
2014/11/11 02:30:00,0.967,0.96719,0.96698,0.96716,1002
2014/11/11 03:00:00,0.96715,0.96743,0.96699,0.96729,785
2014/11/11 03:30:00,0.96729,0.96786,0.96722,0.96784,1708
2014/11/11 04:00:00,0.96784,0.9681,0.96759,0.96785,1801
2014/11/11 04:30:00,0.96785,0.96844,0.96762,0.9683,2269
2014/11/11 05:00:00,0.96829,0.96853,0.96787,0.9682,1631
2014/11/11 05:30:00,0.96821,0.96821,0.96774,0.96787,1302
2014/11/11 06:00:00,0.96786,0.96814,0.96769,0.96809,1031
2014/11/11 06:30:00,0.96809,0.96856,0.96796,0.9683,1712
2014/11/11 07:00:00,0.9683,0.96844,0.96777,0.96799,1549
2014/11/11 07:30:00,0.968,0.96918,0.96785,0.96899,2484
2014/11/11 08:00:00,0.969,0.96926,0.96846,0.96919,2303
2014/11/11 08:30:00,0.9692,0.96995,0.96831,0.96888,2680
2014/11/11 09:00:00,0.96888,0.96938,0.96878,0.96878,2140
2014/11/11 09:30:00,0.96877,0.97,0.96842,0.96901,2526
2014/11/11 10:00:00,0.96901,0.96948,0.9687,0.9688,2031
2014/11/11 10:30:00,0.96883,0.96914,0.96863,0.96882,1627
2014/11/11 11:00:00,0.96881,0.96892,0.96733,0.9676,2356
2014/11/11 11:30:00,0.96761,0.96865,0.96757,0.96857,1828
2014/11/11 12:00:00,0.96857,0.96857,0.96747,0.96799,1427
2014/11/11 12:30:00,0.96798,0.96836,0.96757,0.96817,1446
2014/11/11 13:00:00,0.96817,0.96827,0.96665,0.96676,2301
2014/11/11 13:30:00,0.96675,0.96826,0.96675,0.96767,2188
2014/11/11 14:00:00,0.96768,0.96801,0.96693,0.96784,2062
2014/11/11 14:30:00,0.96783,0.96828,0.96767,0.96806,1648
2014/11/11 15:00:00,0.96812,0.96897,0.96795,0.96821,2575
2014/11/11 15:30:00,0.96817,0.96844,0.96774,0.96799,2263
2014/11/11 16:00:00,0.96801,0.96821,0.96566,0.96639,3317
2014/11/11 16:30:00,0.96639,0.9664,0.96542,0.9659,2611
2014/11/11 17:00:00,0.96589,0.96637,0.96544,0.96611,1912
2014/11/11 17:30:00,0.96611,0.96652,0.96496,0.96519,1352
2014/11/11 18:00:00,0.96518,0.96555,0.96357,0.96377,1979
2014/11/11 18:30:00,0.96377,0.96406,0.96283,0.96359,1992
2014/11/11 19:00:00,0.9636,0.96397,0.96242,0.96384,2819
2014/11/11 19:30:00,0.96384,0.96445,0.96366,0.96445,1576
2014/11/11 20:00:00,0.96444,0.96463,0.96373,0.96396,1516
2014/11/11 20:30:00,0.96396,0.9646,0.96396,0.96456,1208
2014/11/11 21:00:00,0.96455,0.9647,0.96443,0.96451,712
2014/11/11 21:30:00,0.96453,0.96474,0.96439,0.96439,1532
2014/11/11 22:00:00,0.96449,0.96476,0.9643,0.96455,931
2014/11/11 22:30:00,0.96454,0.96477,0.96449,0.96466,611
2014/11/11 23:00:00,0.96465,0.96485,0.9645,0.96467,1175
2014/11/11 23:30:00,0.96467,0.96481,0.96432,0.96445,843
2014/11/12 00:00:00,0.96446,0.96553,0.9643,0.96534,1309
2014/11/12 00:30:00,0.96534,0.96607,0.96522,0.96589,1578
2014/11/12 01:00:00,0.96589,0.96614,0.96559,0.966,1552
2014/11/12 01:30:00,0.966,0.96624,0.96554,0.96568,1257
2014/11/12 02:00:00,0.96567,0.96579,0.96458,0.96478,2325
2014/11/12 02:30:00,0.96479,0.96547,0.96466,0.96536,1939
2014/11/12 03:00:00,0.96537,0.96566,0.96509,0.96558,1125
2014/11/12 03:30:00,0.96556,0.96582,0.96504,0.9653,1670
2014/11/12 04:00:00,0.96531,0.96557,0.9651,0.96534,1416
2014/11/12 04:30:00,0.96534,0.9658,0.96501,0.96521,1417
