Time,Open,High,Low,Close,Volume
2009/08/13 02:00:00,136.291,136.58,136.291,136.406,3839
2009/08/13 03:00:00,136.401,136.435,136.267,136.323,2986
2009/08/13 04:00:00,136.32,136.514,136.313,136.447,3155
2009/08/13 05:00:00,136.447,136.782,136.444,136.64,4217
2009/08/13 06:00:00,136.641,137.235,136.641,136.898,6586
2009/08/13 07:00:00,136.902,137.376,136.875,137.321,5939
2009/08/13 08:00:00,137.322,137.483,137.144,137.408,4996
2009/08/13 09:00:00,137.411,137.675,137.146,137.221,5648
2009/08/13 10:00:00,137.22,137.388,137.196,137.324,4127
2009/08/13 11:00:00,137.328,137.476,137.192,137.221,4625
2009/08/13 12:00:00,137.222,137.838,136.56,136.885,7793
2009/08/13 13:00:00,136.884,137.228,135.964,136.115,7620
2009/08/13 14:00:00,136.115,136.839,135.987,136.448,7459
2009/08/13 15:00:00,136.447,136.497,136.034,136.344,5901
2009/08/13 16:00:00,136.344,136.401,136.148,136.149,4157
2009/08/13 17:00:00,136.152,136.282,135.746,135.921,6059
2009/08/13 18:00:00,135.922,135.944,135.545,135.665,5019
2009/08/13 19:00:00,135.666,136.223,135.654,136.207,4481
2009/08/13 20:00:00,136.206,136.445,136.148,136.445,2649
2009/08/13 21:00:00,136.444,136.444,136.162,136.162,1741
2009/08/13 22:00:00,136.156,136.253,136.048,136.175,1980
2009/08/13 23:00:00,136.172,136.254,135.975,136.001,2541
2009/08/14 00:00:00,136.001,136.438,135.963,136.204,4226
2009/08/14 01:00:00,136.206,136.399,135.985,136.243,4440
2009/08/14 02:00:00,136.242,136.242,135.828,135.843,3659
2009/08/14 03:00:00,135.843,135.887,135.529,135.785,4180
2009/08/14 04:00:00,135.786,135.918,135.73,135.78,3089
2009/08/14 05:00:00,135.778,136.091,135.654,136.074,4252
2009/08/14 06:00:00,136.072,136.087,135.76,135.921,5542
2009/08/14 07:00:00,135.919,136.064,135.325,135.832,6896
2009/08/14 08:00:00,135.832,135.996,135.728,135.908,5067
2009/08/14 09:00:00,135.904,135.991,135.496,135.729,4363
2009/08/14 10:00:00,135.728,135.733,135.536,135.579,3729
2009/08/14 11:00:00,135.578,135.906,135.561,135.589,4777
2009/08/14 12:00:00,135.591,135.742,135.137,135.301,6756
2009/08/14 13:00:00,135.302,135.455,134.52,134.671,7021
2009/08/14 14:00:00,134.667,134.71,134.403,134.543,7640
2009/08/14 15:00:00,134.542,134.776,134.198,134.54,6434
2009/08/14 16:00:00,134.54,134.896,134.416,134.835,5027
2009/08/14 17:00:00,134.838,134.854,134.303,134.433,4784
2009/08/14 18:00:00,134.435,134.472,134.188,134.426,4759
2009/08/14 19:00:00,134.425,134.667,134.421,134.511,3637
2009/08/14 20:00:00,134.51,134.83,134.475,134.803,2334
2009/08/16 22:00:00,134.462,134.462,134.273,134.379,1373
2009/08/16 23:00:00,134.385,134.5,134.165,134.181,2840
2009/08/17 00:00:00,134.178,134.187,133.835,133.879,5219
2009/08/17 01:00:00,133.877,133.9,133.604,133.866,5057
2009/08/17 02:00:00,133.865,134.048,133.603,133.655,3800
2009/08/17 03:00:00,133.652,133.988,133.63,133.878,3659
2009/08/17 04:00:00,133.88,133.923,133.753,133.806,3039
2009/08/17 05:00:00,133.807,133.917,133.482,133.601,4776
2009/08/17 06:00:00,133.596,133.911,133.444,133.825,6215
2009/08/17 07:00:00,133.825,133.865,133.553,133.698,6343
2009/08/17 08:00:00,133.697,133.697,133.174,133.4,6552
2009/08/17 09:00:00,133.401,133.679,133.212,133.359,5997
2009/08/17 10:00:00,133.359,133.388,132.934,133.051,5661
2009/08/17 11:00:00,133.051,133.122,132.706,132.712,5093
2009/08/17 12:00:00,132.712,133.299,132.706,133.123,6335
2009/08/17 13:00:00,133.122,133.306,132.862,133.045,6972
2009/08/17 14:00:00,133.038,133.051,132.817,132.859,6029
2009/08/17 15:00:00,132.858,132.95,132.499,132.888,6243
2009/08/17 16:00:00,132.887,132.903,132.602,132.891,4166
2009/08/17 17:00:00,132.892,132.925,132.733,132.862,4163
2009/08/17 18:00:00,132.864,133.078,132.819,133.026,3830
2009/08/17 19:00:00,133.027,133.097,132.913,132.979,3504
2009/08/17 20:00:00,132.978,133.09,132.93,133.065,2036
2009/08/17 21:00:00,133.066,133.139,132.914,132.941,1855
2009/08/17 22:00:00,132.939,132.97,132.775,132.912,2410
2009/08/17 23:00:00,132.91,133.263,132.873,133.262,2558
2009/08/18 00:00:00,133.263,133.816,133.209,133.558,5476
2009/08/18 01:00:00,133.556,134.174,133.555,134.011,5349
2009/08/18 02:00:00,134.01,134.169,133.937,133.949,5020
2009/08/18 03:00:00,133.95,133.95,133.546,133.737,4209
2009/08/18 04:00:00,133.738,133.802,133.557,133.644,3906
2009/08/18 05:00:00,133.645,134.071,133.645,134.019,4614
2009/08/18 06:00:00,134.024,134.339,134.007,134.173,6348
