Time,Open,High,Low,Close,Volume
2014/11/13 00:30:00,0.78715,0.7872,0.78632,0.78634,1096
2014/11/13 01:00:00,0.78631,0.78735,0.78611,0.7871,1104
2014/11/13 01:30:00,0.7871,0.78784,0.78652,0.78753,1311
2014/11/13 02:00:00,0.78753,0.78835,0.78725,0.78743,1152
2014/11/13 02:30:00,0.78742,0.78758,0.78399,0.78602,2801
2014/11/13 03:00:00,0.78603,0.78657,0.78503,0.78639,1627
2014/11/13 03:30:00,0.78639,0.78674,0.7851,0.78672,1773
2014/11/13 04:00:00,0.78671,0.78717,0.78635,0.78698,1269
2014/11/13 04:30:00,0.78698,0.78763,0.78682,0.78737,1126
2014/11/13 05:00:00,0.7874,0.78742,0.78647,0.78652,1126
2014/11/13 05:30:00,0.78666,0.78773,0.78589,0.78733,1305
2014/11/13 06:00:00,0.78734,0.78796,0.78682,0.78759,1258
2014/11/13 06:30:00,0.78759,0.78769,0.78655,0.78687,1152
2014/11/13 07:00:00,0.78687,0.78765,0.78673,0.78754,1423
2014/11/13 07:30:00,0.78754,0.788,0.78723,0.7877,1399
2014/11/13 08:00:00,0.78771,0.78924,0.78771,0.78852,1845
2014/11/13 08:30:00,0.78852,0.7909,0.78792,0.79053,2003
2014/11/13 09:00:00,0.79054,0.79134,0.79004,0.79021,1771
2014/11/13 09:30:00,0.79021,0.79104,0.79001,0.79096,1415
2014/11/13 10:00:00,0.79095,0.7928,0.79095,0.79154,2064
2014/11/13 10:30:00,0.79154,0.79257,0.79153,0.79223,1330
2014/11/13 11:00:00,0.79225,0.79244,0.79122,0.79122,1559
2014/11/13 11:30:00,0.79123,0.79133,0.79031,0.79031,1257
2014/11/13 12:00:00,0.79032,0.79121,0.78973,0.79094,1458
2014/11/13 12:30:00,0.79094,0.79119,0.7902,0.79043,1495
2014/11/13 13:00:00,0.79045,0.79049,0.78951,0.79001999999999994,1701
2014/11/13 13:30:00,0.79003,0.79173,0.78998,0.7905,2123
2014/11/13 14:00:00,0.7905,0.79074,0.78955,0.79039,1925
2014/11/13 14:30:00,0.79039,0.7904,0.78976,0.79004,2012
2014/11/13 15:00:00,0.79001999999999994,0.791,0.78968,0.7902,2262
2014/11/13 15:30:00,0.7902,0.79093,0.78977,0.79042,2104
2014/11/13 16:00:00,0.79062,0.79144,0.79028,0.79091,2063
2014/11/13 16:30:00,0.79091,0.79151,0.78947,0.79001,2044
2014/11/13 17:00:00,0.78999,0.79001,0.78825,0.7885,1865
2014/11/13 17:30:00,0.7885,0.78904,0.78823,0.78844,1535
2014/11/13 18:00:00,0.78843,0.78855,0.78763,0.7884,1618
2014/11/13 18:30:00,0.78842,0.78895,0.78842,0.78863,906
2014/11/13 19:00:00,0.78863,0.78894,0.78853,0.78883,769
2014/11/13 19:30:00,0.78883,0.78962,0.7888,0.78953,1161
2014/11/13 20:00:00,0.78952,0.78952,0.78866,0.78867,1157
2014/11/13 20:30:00,0.78867,0.78909,0.78839,0.78866,1249
2014/11/13 21:00:00,0.78865,0.7888,0.78836,0.78839,479
2014/11/13 21:30:00,0.78839,0.78864,0.788,0.78801,459
2014/11/13 22:00:00,0.78779,0.78804,0.78717,0.78735,438
2014/11/13 22:30:00,0.78735,0.78745,0.78607,0.78659,1259
2014/11/13 23:00:00,0.78659,0.78739,0.78658,0.78678,1347
2014/11/13 23:30:00,0.78679,0.78722,0.78674,0.7868,1107
2014/11/14 00:00:00,0.78681,0.78756,0.78525,0.78608,2382
2014/11/14 00:30:00,0.78608,0.78637,0.78561,0.78591,1532
2014/11/14 01:00:00,0.78591,0.78669,0.78567,0.78634,1142
2014/11/14 01:30:00,0.78634,0.78729,0.78634,0.78682,1573
2014/11/14 02:00:00,0.78687,0.78693,0.7863,0.78636,1123
2014/11/14 02:30:00,0.78638,0.78638,0.78479,0.78519,1565
2014/11/14 03:00:00,0.78517,0.78556,0.78462,0.78487,1288
